chrI 101457
chrI 101466
chrI 101473
chrI 101479
chrI 101482
chrI 101485
chrI 101501
chrI 101505
chrI 101506
chrI 101511
chrI 101514
chrI 101517
chrI 101569
chrI 101570
chrI 101575
chrI 101578
chrI 101581
chrI 101585
chrI 101601
chrI 5475801
chrI 6667897
chrI 9481490
chrI 10853712
chrI 12904013
chrI 14169730
chrI 14707694
chrI 14813302
chrI 16763595
chrI 16854443
chrI 18779761
chrI 22277936
chrI 23500105
chrI 23827315
chrI 25813554
chrII 258750
chrII 258759
chrII 262797
chrII 726783
chrII 898053
chrII 941222
chrII 2868385
chrII 4110999
chrII 5733633
chrII 9040062
chrII 9847178
chrII 11323283
chrII 12764198
chrII 17115948
chrII 20682503
chrII 21209947
chrII 23285211
chrIII 101688
chrIII 169116
chrIII 1619892
chrIII 3424910
chrIII 3644725
chrIII 3774275
chrIII 4326434
chrIII 4326483
chrIII 4326523
chrIII 9840944
chrIII 10693540
chrIII 15894941
chrIII 16438931
chrIII 16620251
chrIII 16620254
chrIII 17514928
chrIV 5677820
chrIV 7365888
chrIV 11043680
chrIV 12197517
chrIV 14258168
chrIV 14258516
chrIV 14258527
chrIV 15777817
chrIV 16809216
chrIV 17405201
chrIV 17405505
chrIV 17405527
chrIV 17405791
chrIV 17405886
chrIV 17405969
chrIV 17406031
chrIV 17406483
chrIV 17406489
chrIV 17406498
chrIV 17406557
chrIV 17406689
chrIV 17406690
chrIV 17406726
chrIV 17406844
chrIV 17407104
chrIV 17407109
chrIV 17407165
chrIV 18637553
chrIV 18637589
chrIV 18744646
chrIV 19155271
chrIV 21067275
chrIV 21226289
chrIV 21284820
chrIV 21284824
chrIV 21284836
chrIV 23458897
chrIV 24881276
chrIV 25090017
chrIV 25345698
chrIV 25727187
chrIV 25980486
chrIV 26120437
chrIV 27244415
chrIV 27326731
chrIV 29472855
chrIV 30284375
chrIX 1446641
chrIX 3554202
chrIX 3596348
chrIX 3651062
chrIX 4217448
chrIX 5876237
chrIX 7795903
chrIX 7870050
chrIX 11838467
chrIX 13613074
chrIX 17041609
chrIX 18868983
chrIX 18952660
chrUn 934043
chrUn 3191631
chrUn 6324849
chrUn 8835386
chrUn 8835398
chrUn 8835515
chrUn 9324922
chrUn 9526360
chrUn 9526370
chrUn 9526373
chrUn 11591108
chrUn 11890743
chrUn 11890744
chrUn 12022723
chrUn 12698158
chrUn 14189526
chrUn 15186753
chrUn 17753927
chrUn 17754008
chrUn 17755722
chrUn 17755794
chrUn 17761444
chrUn 17761447
chrUn 18828202
chrUn 19640507
chrUn 20623455
chrUn 21050230
chrUn 21050265
chrUn 22297180
chrUn 22812510
chrUn 22812515
chrUn 22812839
chrUn 23585746
chrUn 23587571
chrUn 23765931
chrUn 23766116
chrUn 25255219
chrUn 25256853
chrUn 25256986
chrUn 25257176
chrUn 26609560
chrV 550504
chrV 706969
chrV 707013
chrV 1194974
chrV 1803719
chrV 1803807
chrV 2192514
chrV 2350731
chrV 2970558
chrV 2970766
chrV 2970767
chrV 2970817
chrV 2970826
chrV 2970865
chrV 2970874
chrV 2970906
chrV 2970940
chrV 2970988
chrV 2971058
chrV 2971061
chrV 3051309
chrV 3052067
chrV 3052183
chrV 3053177
chrV 3053368
chrV 3053429
chrV 3922345
chrV 4541026
chrV 4541052
chrV 4541114
chrV 4541127
chrV 4542692
chrV 4542765
chrV 8739286
chrV 10026946
chrVI 253992
chrVI 1208160
chrVI 2653627
chrVI 3560521
chrVI 5004895
chrVI 6316101
chrVI 6558361
chrVI 7436078
chrVI 7439449
chrVI 7444933
chrVI 7469778
chrVI 9954268
chrVI 10372739
chrVI 10473616
chrVI 10792297
chrVI 14676578
chrVI 16562444
chrVI 16562445
chrVI 16562446
chrVI 16562448
chrVII 1263201
chrVII 1334962
chrVII 2652686
chrVII 2652694
chrVII 2932156
chrVII 3558983
chrVII 4667172
chrVII 8751810
chrVII 10679017
chrVII 10679018
chrVII 11195390
chrVII 11195809
chrVII 12844149
chrVII 13125497
chrVII 13534077
chrVII 13534093
chrVII 13534099
chrVII 13534101
chrVII 13534198
chrVII 13534205
chrVII 13534217
chrVII 15656754
chrVII 18484912
chrVII 18484913
chrVII 18484920
chrVII 18780191
chrVII 22094105
chrVII 22453470
chrVII 23160611
chrVII 26081115
chrVII 26613815
chrVIII 1217313
chrVIII 1217439
chrVIII 1217489
chrVIII 1217508
chrVIII 1925949
chrVIII 3755741
chrVIII 4079631
chrVIII 4851702
chrVIII 11579747
chrVIII 11609093
chrVIII 11691594
chrVIII 11691596
chrVIII 11691607
chrVIII 13626642
chrVIII 14892574
chrVIII 15231983
chrVIII 16097731
chrVIII 18458329
chrVIII 19888605
chrX 54223
chrX 88518
chrX 89740
chrX 104300
chrX 742769
chrX 742803
chrX 2820458
chrX 2820794
chrX 2822302
chrX 2822339
chrX 2822475
chrX 9263539
chrX 9263563
chrX 9265050
chrX 10822486
chrX 10924995
chrX 13618899
chrX 17853648
chrXI 82730
chrXI 687200
chrXI 687324
chrXI 1104283
chrXI 1659595
chrXI 2104132
chrXI 2104151
chrXI 2104156
chrXI 2436525
chrXI 3960356
chrXI 4357807
chrXI 5961757
chrXI 7833230
chrXI 7937107
chrXI 8478452
chrXI 11483237
chrXI 11689512
chrXI 12984403
chrXI 16953075
chrXII 358256
chrXII 767240
chrXII 1892539
chrXII 2148126
chrXII 2519193
chrXII 2525043
chrXII 2525735
chrXII 2526568
chrXII 2526705
chrXII 2526711
chrXII 2527291
chrXII 2527296
chrXII 2527756
chrXII 2528042
chrXII 2528516
chrXII 2528526
chrXII 2528855
chrXII 2529714
chrXII 2529715
chrXII 2530161
chrXII 2531150
chrXII 2531236
chrXII 2635205
chrXII 2635213
chrXII 2635325
chrXII 2636485
chrXII 2636496
chrXII 2643130
chrXII 2644185
chrXII 2644341
chrXII 2645718
chrXII 2645961
chrXII 2646328
chrXII 2646577
chrXII 2646578
chrXII 2647624
chrXII 2647665
chrXII 2650834
chrXII 2652293
chrXII 2655077
chrXII 2655120
chrXII 2656103
chrXII 2656715
chrXII 2657009
chrXII 2657718
chrXII 2659628
chrXII 2659711
chrXII 2663823
chrXII 2665038
chrXII 2667845
chrXII 2671113
chrXII 2671152
chrXII 2671998
chrXII 2672000
chrXII 2672018
chrXII 2673669
chrXII 2673814
chrXII 2674824
chrXII 2677180
chrXII 2678061
chrXII 2679942
chrXII 2682656
chrXII 2682818
chrXII 2684476
chrXII 2686309
chrXII 2692382
chrXII 2692383
chrXII 2692431
chrXII 2692764
chrXII 2692779
chrXII 2692976
chrXII 2696124
chrXII 2696194
chrXII 2706252
chrXII 2707798
chrXII 2707803
chrXII 2707905
chrXII 2707948
chrXII 2708404
chrXII 2708720
chrXII 2708913
chrXII 2709098
chrXII 2709247
chrXII 2713613
chrXII 2714370
chrXII 2714987
chrXII 2716533
chrXII 2718618
chrXII 2718645
chrXII 2718725
chrXII 2719009
chrXII 2719684
chrXII 2720087
chrXII 2720176
chrXII 2720521
chrXII 2720713
chrXII 2721021
chrXII 2721223
chrXII 2721247
chrXII 2721260
chrXII 2723175
chrXII 2727937
chrXII 2733556
chrXII 2737571
chrXII 2737573
chrXII 2737574
chrXII 2737867
chrXII 2738958
chrXII 2739983
chrXII 2740317
chrXII 2740568
chrXII 2740570
chrXII 2743212
chrXII 2743532
chrXII 2745139
chrXII 2745155
chrXII 2745531
chrXII 2745566
chrXII 2747723
chrXII 2748605
chrXII 2753602
chrXII 2756940
chrXII 2762083
chrXII 2763674
chrXII 2771021
chrXII 2775675
chrXII 2775931
chrXII 2776078
chrXII 2778031
chrXII 2778470
chrXII 2778581
chrXII 2785595
chrXII 2786645
chrXII 2795733
chrXII 2795734
chrXII 2796817
chrXII 2796834
chrXII 2796838
chrXII 2796850
chrXII 2796951
chrXII 2803025
chrXII 2803546
chrXII 2803580
chrXII 2804562
chrXII 2805457
chrXII 2819868
chrXII 2819899
chrXII 2823527
chrXII 2828055
chrXII 2830782
chrXII 2830783
chrXII 2830795
chrXII 2831037
chrXII 2831108
chrXII 2836384
chrXII 2836456
chrXII 2848835
chrXII 2849491
chrXII 2852041
chrXII 2865727
chrXII 2869037
chrXII 2872304
chrXII 2875074
chrXII 2876994
chrXII 2878082
