chr	lefts	rights	dxy	fst	oldfst	pix	piy	dtilde	dminusx	dxy.snp
chrIII	0	1e+05	0.00515114130434783	0.125109790169357	0.0709438527009253	0.0024616	0.00324458412098299	0.00593412542533081	0.00190655718336484	0.132590509764423
chrIII	1e+05	2e+05	0.00489675	0.113150348966717	0.0660248240174552	0.002369925	0.00332375236294896	0.00585057736294896	0.00157299763705104	0.13277521691974
chrIII	2e+05	3e+05	0.00635614130434783	0.115305996107441	0.0657234710981865	0.0032673875	0.00408014177693762	0.00716889558128544	0.00227599952741021	0.130462670450489
chrIII	3e+05	4e+05	0.00485789130434783	0.11378758451064	0.0647326398337545	0.002684625	0.00335380907372401	0.00552707537807183	0.00150408223062382	0.141505718157525
chrIII	4e+05	5e+05	0.00464435869565217	0.120864944392383	0.0655263970556409	0.002308425	0.00296941398865785	0.00530534768431002	0.00167494470699433	0.127103412579425
chrIII	5e+05	6e+05	0.00488695652173913	0.118268634008983	0.0661760437761734	0.0024148	0.00333442344045369	0.00580657996219282	0.00155253308128544	0.133779264214047
chrIII	6e+05	7e+05	0.00513939130434783	0.114847788679057	0.0658161751939539	0.002550225	0.00329310964083176	0.00588227594517958	0.00184628166351607	0.1286133960047
chrIII	7e+05	8e+05	0.00537564130434783	0.1084434850402	0.0600298227756676	0.002914575	0.00373289224952741	0.00619395855387524	0.00164274905482042	0.128819585534336
chrIII	8e+05	9e+05	0.00603704347826087	0.129724309753655	0.0684656079255404	0.002821875	0.00377950850661626	0.00699467698487713	0.00225753497164461	0.127042160737813
chrIII	9e+05	1e+06	0.0068424347826087	0.120908697868742	0.0694439291084807	0.003179325	0.00438620982986767	0.00804931961247637	0.00245622495274102	0.130780481318974
chrIII	1e+06	1100000	0.0072791847826087	0.118606517729584	0.0678041712932612	0.0032175875	0.00473635160680529	0.00879794888941399	0.0025428331758034	0.124664921777851
chrIII	1100000	1200000	0.00766333695652174	0.126631348600018	0.0718283194638911	0.00380385	0.00479780718336484	0.00865729413988658	0.0028655297731569	0.139232139471689
chrIII	1200000	1300000	0.0080318152173913	0.13764168620288	0.0730840811696709	0.003544875	0.00462534971644612	0.00911228993383743	0.00340646550094518	0.129232746860681
chrIII	1300000	1400000	0.00620889130434783	0.112666443279939	0.0630580216754783	0.003255925	0.00411245746691871	0.00706542377126654	0.00209643383742911	0.127571220553685
chrIII	1400000	1500000	0.00566075	0.112125156221331	0.0618647705239228	0.003086675	0.00367026465028355	0.00624433965028355	0.00199048534971645	0.127638105975197
chrIII	1500000	1600000	0.00687238043478261	0.130969650992102	0.0748398005669155	0.0031447125	0.00426556710775047	0.00799323504253308	0.00260681332703214	0.137310298397255
chrIII	1600000	1700000	0.00657335869565217	0.124810027577941	0.0682390457293952	0.0029771875	0.00411915879017013	0.00771532998582231	0.00245419990548204	0.125926411794103
chrIII	1700000	1800000	0.00547308695652174	0.117355380330486	0.0623407585014882	0.0029316625	0.00359538752362949	0.00613681198015123	0.00187769943289225	0.127965558955383
chrIII	1800000	1900000	0.00602373913043478	0.123709587325442	0.0641485437367402	0.002784375	0.0040856427221172	0.00732500685255198	0.00193809640831758	0.124098457569732
chrIII	1900000	2e+06	0.0063584347826087	0.1259233537957	0.0664671174963334	0.003184325	0.00382578449905482	0.00699989428166352	0.00253265028355387	0.125092165701529
chrIII	2e+06	2100000	0.00621242391304348	0.112388003959629	0.0610874289715155	0.0032927125	0.00420606805293006	0.00712577946597353	0.00200635586011342	0.126991494542998
chrIII	2100000	2200000	0.00677479347826087	0.124897131092426	0.0659148142894821	0.003183275	0.00419142722117202	0.00778294569943289	0.00258336625708885	0.121695589693926
chrIII	2200000	2300000	0.00876870652173913	0.13287600465212	0.0719434692662741	0.00402855	0.00547705103969754	0.0102172075614367	0.00329165548204159	0.132839062592624
chrIII	2300000	2400000	0.00866860869565217	0.141864274627002	0.0736096110900061	0.0038093875	0.00488258034026465	0.00974180153591682	0.00378602835538752	0.127817881091893
chrIII	2400000	2500000	0.00683697826086957	0.126891118851257	0.0644709189296927	0.003392275	0.00427629489603025	0.00772099815689981	0.00256068336483932	0.12415068568857
chrIII	2500000	2600000	0.00865728260869565	0.134352841755648	0.0727178061020297	0.0039375375	0.00536304347826087	0.0100827885869565	0.00329423913043478	0.132739690412384
chrIII	2600000	2700000	0.00776921739130435	0.126558314207651	0.069530936224573	0.0037151375	0.00492055765595463	0.00897463754725898	0.00284865973534972	0.131659335558454
chrIII	2700000	2800000	0.00623158695652174	0.106211477695451	0.0585323737093065	0.003376975	0.00430025519848771	0.00715486715500945	0.00193133175803403	0.122693186779322
chrIII	2800000	2900000	0.00962778260869565	0.154476321751956	0.0885679931567954	0.0038832625	0.0051742438563327	0.0109187639650284	0.00445353875236295	0.146653200437101
chrIII	2900000	3e+06	0.00770302173913043	0.143487369284966	0.0825600830044907	0.003619325	0.00449500945179584	0.00857870619092627	0.00320801228733459	0.149081125200899
chrIII	3e+06	3100000	0.00853811956521739	0.170129250831606	0.0936883966096527	0.003101225	0.00538011342155009	0.0108170079867675	0.0031580061436673	0.159115161483738
chrIII	3100000	3200000	0.00804873913043478	0.162944697645064	0.0950398236471622	0.0033323	0.00497069943289225	0.00968713856332703	0.00307803969754253	0.166709592593927
chrIII	3200000	3300000	0.00563270652173913	0.132683651149249	0.0812357178092949	0.002927	0.00399706994328923	0.00670277646502836	0.00163563657844991	0.172517810773021
chrIII	3300000	3400000	0.0040988152173913	0.116687321006138	0.0695478294989748	0.00278375	0.0027253213610586	0.00404038657844991	0.0013734938563327	0.159984981162814
chrIII	3400000	3500000	0.00509110869565217	0.127338933714011	0.0781533148878521	0.00305085	0.00336633270321361	0.00540659139886578	0.00172477599243856	0.169816834411347
chrIII	3500000	3600000	0.00614844565217391	0.140185318039369	0.084975346893727	0.0033855875	0.00412324196597353	0.00688610011814745	0.00202520368620038	0.175469339388525
chrIII	3600000	3700000	0.00578517391304348	0.15485854823794	0.0880584466164363	0.0024738	0.00341896030245747	0.00673033421550094	0.00236621361058601	0.154807971984037
chrIII	3700000	3800000	0.0075741847826087	0.144618564782977	0.0837839067514333	0.0034892	0.00471186200378072	0.00879684678638941	0.00286232277882798	0.154291806531039
chrIII	3800000	3900000	0.00773139130434783	0.167672824129833	0.097032050897552	0.0031696625	0.00443896975425331	0.00900069855860114	0.00329242155009452	0.166016562257845
chrIII	3900000	4e+06	0.00627153260869565	0.160390455157788	0.095907666223961	0.00269545	0.00396492438563327	0.00754100699432892	0.00230660822306238	0.172579323299275
chrIII	4e+06	4100000	0.00668766304347826	0.150740815212683	0.0876681529796551	0.0031116375	0.00410613421550095	0.00768215975897921	0.00258152882797732	0.157914121451671
chrIII	4100000	4200000	0.00522785869565217	0.134104671769986	0.075037422072744	0.0028737375	0.00325547258979206	0.00560959378544423	0.00197238610586011	0.145460731654206
chrIII	4200000	4300000	0.00425672826086957	0.174498824965494	0.0913894341798748	0.00201555	0.0019942438563327	0.00423542211720227	0.00226248440453686	0.150734003571868
chrIII	4300000	4400000	0.00359132608695652	0.137637403877877	0.0809772715591337	0.0018519375	0.00233422495274102	0.00407361353969754	0.0012571011342155	0.15628050857078
chrIII	4400000	4500000	0.00780859782608696	0.165179135668614	0.0954136019959209	0.0030896125	0.00483793005671077	0.00955691538279773	0.00297066776937618	0.164738350761328
chrIII	4500000	4600000	0.00458892391304348	0.157715395871057	0.0847097001450537	0.002076	0.00281567107750473	0.0053285949905482	0.00177325283553875	0.152709614410765
chrIII	4600000	4700000	0.00679276086956522	0.161170839579936	0.0874221887682619	0.002910525	0.00417358223062382	0.00805581810018904	0.0026191786389414	0.15533411547142
chrIII	4700000	4800000	0.0054909347826087	0.160184213885376	0.0827489879648639	0.0023976875	0.00322754253308129	0.00632078981568998	0.00226339224952741	0.146894991509061
chrIII	4800000	4900000	0.0064598152173913	0.163082144184572	0.0877709992637469	0.00288835	0.00379742911153119	0.0073688943289225	0.00266238610586011	0.156185087461105
chrIII	4900000	5e+06	0.0055196847826087	0.154049342407106	0.0824013272579522	0.002547425	0.00319994328922495	0.00617220307183365	0.00231974149338374	0.145946186742694
chrIII	5e+06	5100000	0.00361391304347826	0.12624394683818	0.0681237145774965	0.0021265125	0.00232386578449905	0.00381126632797732	0.00129004725897921	0.143181974781231
chrIII	5100000	5200000	0.00345415217391304	0.130617284344765	0.0615194035480464	0.001706175	0.00222000945179584	0.00396798662570888	0.0012341427221172	0.117889152693278
chrIII	5200000	5300000	0.00465496739130435	0.0845354792702323	0.0429281730669148	0.0031974875	0.00358414933837429	0.00504162922967864	0.00107081805293006	0.10696156689578
chrIII	5300000	5400000	0.00411027173913044	0.126735916938763	0.0641251856460597	0.0021853	0.00257307183364839	0.00449804357277883	0.00153719990548204	0.129253828274542
chrIII	5400000	5500000	0.00386086956521739	0.150993508314263	0.0723597699123755	0.0018710125	0.00226850661625709	0.00425836368147448	0.0015923629489603	0.133686619294231
chrIII	5500000	5600000	0.00372925	0.165518861642512	0.082759430821256	0.001661775	0.00212333648393195	0.00419081148393195	0.00160591351606805	0.144320820433437
chrIII	5600000	5700000	0.00454141304347826	0.128879688897789	0.0708134577688009	0.0025065375	0.00285286389413989	0.00488773943761815	0.00168854914933837	0.141697754866716
chrIII	5700000	5800000	0.00466429347826087	0.152742508632892	0.0769280584453209	0.0022503	0.00253603024574669	0.00495002372400756	0.00212826323251418	0.136024890004691
chrIII	5800000	5900000	0.00465705434782609	0.145692737592557	0.07597090667357	0.002403575	0.00275537807183365	0.00500885741965973	0.00190167627599244	0.142679361146633
chrIII	5900000	6e+06	0.00446807608695652	0.14156444915375	0.0709109195306513	0.0021443125	0.00278864839319471	0.00511241198015123	0.00167942769376181	0.135396245059289
chrIII	6e+06	6100000	0.00580115217391304	0.157320705574739	0.0784342089844349	0.002467325	0.00349211720226843	0.00682594437618147	0.00230903497164461	0.138983042019958
chrIII	6100000	6200000	0.00487745652173913	0.149084907910076	0.078550112769825	0.0024144875	0.00286858223062382	0.00533155125236295	0.00200887429111531	0.145682691808218
chrIII	6200000	6300000	0.00424684782608696	0.125930166629692	0.0629650833148462	0.0023261875	0.00290739130434783	0.00482805163043478	0.00133945652173913	0.133885492625692
chrIII	6300000	6400000	0.00674510869565217	0.156210465172795	0.0818165685526174	0.003014875	0.00391870510396975	0.00764893879962193	0.00282640359168242	0.144373045711733
chrIII	6400000	6500000	0.00380751086956522	0.11835731229471	0.06449514808401	0.0023269	0.00260439508506616	0.00408500595463138	0.00120311578449905	0.140188176346289
chrIII	6500000	6600000	0.00398373913043478	0.150457627202342	0.0845166678727066	0.002220675	0.00236207939508507	0.00412514352551985	0.00162165973534972	0.148591537875225
chrIII	6600000	6700000	0.00642076086956522	0.116580023964484	0.0663996114100017	0.0034109	0.00421416824196597	0.00722402911153119	0.00220659262759924	0.133127946704649
chrIII	6700000	6800000	0.00634160869565217	0.121473302837729	0.0684703935823082	0.0030746375	0.00402496219281664	0.00729193338846881	0.00231664650283554	0.130030934911876
chrIII	6800000	6900000	0.00761592391304348	0.122778986485715	0.0672736026188184	0.0037812625	0.00481692816635161	0.00865158957939509	0.00279899574669187	0.128517109568739
chrIII	6900000	7e+06	0.0072135652173913	0.123724839694967	0.0672763086198868	0.0034675625	0.00426053875236295	0.00800654146975425	0.00295302646502836	0.123541106651675
chrIII	7e+06	7100000	0.00813947826086957	0.11456657491892	0.0652487927831023	0.00381475	0.00533568052930057	0.00966040879017013	0.002803797731569	0.124513970642031
chrIII	7100000	7200000	0.00733298913043478	0.123076649718381	0.0684518761379422	0.0035846375	0.00471999054820416	0.00846834217863894	0.00261299858223062	0.131392028855667
chrIII	7200000	7300000	0.00736257608695652	0.124094948542345	0.066648838746689	0.0033553125	0.00440118147448015	0.00840844506143667	0.00296139461247637	0.120264228797068
chrIII	7300000	7400000	0.00770497826086957	0.124080325471186	0.0698395589525695	0.0035864875	0.0050398393194707	0.00915833008034026	0.00266513894139887	0.133604616973636
chrIII	7400000	7500000	0.00816482608695652	0.147852041486703	0.0801746440831668	0.0032153625	0.00449493383742911	0.00944439742438563	0.00366989224952741	0.132718239384859
chrIII	7500000	7600000	0.00708186956521739	0.129695678477619	0.0717660689695555	0.0034096125	0.00423006616257089	0.00790232322778828	0.0028518034026465	0.13185383662665
chrIII	7600000	7700000	0.007634	0.112386495205952	0.0642852917673472	0.0037880625	0.00496672967863894	0.00881266717863894	0.00266727032136106	0.122555787445818
chrIII	7700000	7800000	0.00704195652173913	0.116491881076668	0.0653271556745928	0.0037147625	0.00460458412098299	0.00793177814272212	0.00243737240075614	0.129519156184277
chrIII	7800000	7900000	0.00713397826086957	0.116105341391431	0.0644394847300771	0.0034653375	0.00471792060491493	0.0083865613657845	0.00241605765595463	0.125377473828991
chrIII	7900000	8e+06	0.00778701086956522	0.121203614232912	0.0680648895936249	0.003656925	0.00502415879017013	0.00915424465973535	0.00276285207939508	0.126679857972429
chrIII	8e+06	8100000	0.00766671739130435	0.119522196822748	0.064904793478319	0.0040195875	0.00473310964083176	0.00838023953213611	0.00293360775047259	0.12593162600697
chrIII	8100000	8200000	0.00696936956521739	0.113016079341266	0.0610223469743838	0.00356515	0.00450684310018904	0.00791106266540643	0.00246252646502836	0.122098275494348
chrIII	8200000	8300000	0.00704616304347826	0.123144057942055	0.0675896760454398	0.0034667625	0.00427414933837429	0.00785354988185255	0.00277201370510397	0.127763609129252
chrIII	8300000	8400000	0.00708975	0.120129099604214	0.0632694387670857	0.0032856	0.00426997164461248	0.00807412164461248	0.00281977835538752	0.116397143326219
chrIII	8400000	8500000	0.00820263043478261	0.140719722363977	0.0785006715666813	0.003731275	0.00439310018903592	0.00886445562381852	0.00380953024574669	0.135580668343514
chrIII	8500000	8600000	0.00787863043478261	0.134031425532089	0.07514851521619	0.0037296875	0.00469022684310019	0.0088391697778828	0.00318840359168242	0.139173828560018
chrIII	8600000	8700000	0.00760889130434783	0.124604582553947	0.0698605541666407	0.003675625	0.00459384688090737	0.0085271131852552	0.00301504442344045	0.130378535029949
chrIII	8700000	8800000	0.00683171739130435	0.117445784227131	0.063719250680722	0.00349375	0.00427775047258979	0.00761571786389414	0.00255396691871456	0.121604083148885
chrIII	8800000	8900000	0.00781944565217391	0.141705125068762	0.0766773374878814	0.0032827125	0.00437701323251418	0.00891374638468809	0.00344243241965974	0.128567011709535
chrIII	8900000	9e+06	0.00680838043478261	0.120664965677077	0.0663612981699425	0.0032571	0.0042876370510397	0.00783891748582231	0.00252074338374291	0.12506209468741
chrIII	9e+06	9100000	0.00673501086956522	0.109466102731603	0.062057184821623	0.003425925	0.00431859168241966	0.00762767755198488	0.00241641918714556	0.121790431637707
chrIII	9100000	9200000	0.0076803152173913	0.125071011674844	0.0720381320273247	0.0037983375	0.00452164461247637	0.00840362232986767	0.00315867060491493	0.132923420169458
chrIII	9200000	9300000	0.00722033695652174	0.122621022965745	0.0693010409940384	0.003380575	0.00440894139886578	0.00824870335538752	0.00281139555765595	0.125636627049273
chrIII	9300000	9400000	0.00746217391304348	0.129090697617914	0.072648545638446	0.0035619125	0.00444509451795841	0.00834535593100189	0.00301707939508507	0.134988674259108
chrIII	9400000	9500000	0.0074431847826087	0.119399451107747	0.0681652390648554	0.0038167375	0.00477491493383743	0.00840136221644612	0.00266826984877127	0.130949767463207
chrIII	9500000	9600000	0.00766629347826087	0.11890162312307	0.0666225580603539	0.003895425	0.00504192816635161	0.00881279664461248	0.00262436531190926	0.131927266877661
chrIII	9600000	9700000	0.00720073913043478	0.127296369578468	0.07032107003147	0.003421275	0.0042476370510397	0.00802710118147448	0.00295310207939508	0.128607592970794
chrIII	9700000	9800000	0.00786694565217391	0.117941367163104	0.0653670277034546	0.004065025	0.00533442344045369	0.0091363440926276	0.00253252221172023	0.133746100853008
chrIII	9800000	9900000	0.00666415217391304	0.120882966431799	0.0676200000867775	0.0031820875	0.00424170132325142	0.00772376599716446	0.00242245085066163	0.128280118843369
chrIII	9900000	1e+07	0.00777872826086957	0.117640510255244	0.0657298914216653	0.0037713875	0.00480166351606805	0.00880900427693762	0.00297706474480151	0.122983846021653
chrIII	1e+07	10100000	0.0069578152173913	0.115767755048672	0.0657037101745464	0.0034523625	0.00454258034026465	0.00804803305765595	0.00241523487712665	0.128586494499932
chrIII	10100000	10200000	0.00525569565217391	0.137452778580604	0.0779809361925281	0.0024520875	0.00326369565217391	0.00606730380434783	0.001992	0.14502471446396
chrIII	10200000	10300000	0.00661432608695652	0.122121044959849	0.0669996890555444	0.0032533375	0.00443914933837429	0.00780013792533081	0.00217517674858223	0.132924559625332
chrIII	10300000	10400000	0.00818405434782609	0.127301851210254	0.0706579018028559	0.0040554	0.00477844990548204	0.00890710425330813	0.00340560444234405	0.130381620962659
chrIII	10400000	10500000	0.00619295652173913	0.103391916067734	0.058578525740453	0.0031071125	0.00438211720226843	0.00746796122400756	0.0018108393194707	0.122511503891971
chrIII	10500000	10600000	0.00722032608695652	0.122419003674388	0.069960160169114	0.0036725125	0.00445576559546314	0.00800357918241966	0.00276456049149339	0.133020008971196
chrIII	10600000	10700000	0.00621421739130435	0.125528858250723	0.069442068946507	0.002907925	0.00408201323251418	0.00738830562381853	0.00213220415879017	0.133295096338575
chrIII	10700000	10800000	0.00765496739130435	0.123879323490368	0.0689109361523193	0.0040272375	0.00483558601134215	0.0084633159026465	0.00281938137996219	0.137629762518956
chrIII	10800000	10900000	0.00682857608695652	0.14516234068464	0.0776109809622911	0.0029216	0.00379706049149338	0.00770403657844991	0.00303151559546314	0.134818876346624
chrIII	10900000	1.1e+07	0.00742155434782609	0.129187823927884	0.0685833145506948	0.0035159625	0.00422288279773157	0.00812847464555766	0.00319867155009452	0.123548432625705
chrIII	1.1e+07	11100000	0.00605214130434783	0.0950511649520908	0.0535125344709316	0.0034072875	0.00440076559546314	0.00704561939981096	0.00165137570888469	0.120825340474103
