chr	lefts	rights	dxy	fst	oldfst	pix	piy	dtilde	dminusx	dxy.snp
chrIII	0	1e+05	0.00602698333333333	0.14744713281252	0.0881267033180623	0.00398275555555555	0.0024616	0.00450582777777778	0.00356538333333333	0.155134706134706
chrIII	1e+05	2e+05	0.00538588333333333	0.125093555890334	0.0758769751970384	0.00383317777777778	0.002369925	0.00392263055555556	0.00301595833333333	0.146038051337672
chrIII	2e+05	3e+05	0.00743141666666667	0.141633578948535	0.0841603470968819	0.00472604444444444	0.0032673875	0.00597275972222222	0.00416402916666667	0.152533182813355
chrIII	3e+05	4e+05	0.00510943333333333	0.118703984965872	0.0707798011142267	0.00373531111111111	0.002684625	0.00405874722222222	0.00242480833333333	0.148832896397709
chrIII	4e+05	5e+05	0.00500326666666667	0.12066316462178	0.0692806019092759	0.0036674	0.002308425	0.00364429166666667	0.00269484166666667	0.136925743477468
chrIII	5e+05	6e+05	0.00543203333333333	0.133625662258962	0.0774758151285197	0.00383593333333333	0.0024148	0.0040109	0.00301723333333333	0.14870061136965
chrIII	6e+05	7e+05	0.00627636666666667	0.140404413107163	0.0850999721084958	0.00437135555555556	0.002550225	0.00445523611111111	0.00372614166666667	0.157066232899566
chrIII	7e+05	8e+05	0.00638451666666667	0.130063036359222	0.0765168354329957	0.00477335555555556	0.002914575	0.00452573611111111	0.00346994166666667	0.152995846313603
chrIII	8e+05	9e+05	0.00696551666666667	0.141799695762143	0.0799413688861074	0.0049402	0.002821875	0.00484719166666667	0.00414364166666667	0.146580737934905
chrIII	9e+05	1e+06	0.00748226666666667	0.124101880923926	0.0732466758969963	0.00570304444444444	0.003179325	0.00495854722222222	0.00430294166666667	0.143009683995923
chrIII	1e+06	1100000	0.0082371	0.131159810144777	0.077743466845534	0.00596755555555555	0.0032175875	0.00548713194444445	0.0050195125	0.1410703887652
chrIII	1100000	1200000	0.00845861666666667	0.130434222934402	0.0790804872696404	0.0060274	0.00380385	0.00623506666666667	0.00465476666666667	0.153681262112403
chrIII	1200000	1300000	0.0089889	0.144853331864481	0.0819475969164146	0.0059048	0.003544875	0.006628975	0.005444025	0.144632341110217
chrIII	1300000	1400000	0.00691645	0.124827162171251	0.0728393549550757	0.00492706666666667	0.003255925	0.00524530833333333	0.003660525	0.142109102116293
chrIII	1400000	1500000	0.00645476666666667	0.121460148358041	0.0718627799980833	0.00472475555555556	0.003086675	0.00481668611111111	0.00336809166666667	0.145541525742202
chrIII	1500000	1600000	0.00699093333333333	0.124276968938719	0.0730018558800867	0.00495611111111111	0.0031447125	0.00517953472222222	0.00384622083333333	0.139678987678988
chrIII	1600000	1700000	0.00690841666666667	0.12368901799615	0.069640234461817	0.00496522222222222	0.0029771875	0.00492038194444445	0.00393122916666667	0.132345146871009
chrIII	1700000	1800000	0.00615116666666667	0.124378298893508	0.0702590531042123	0.00456786666666667	0.0029316625	0.0045149625	0.00321950416666667	0.143819655521783
chrIII	1800000	1900000	0.00700785	0.13892914312985	0.0775930999227487	0.00515875555555555	0.002784375	0.00463346944444445	0.004223475	0.144372682323857
chrIII	1900000	2e+06	0.00715001666666667	0.132253590391204	0.0745698977102481	0.00501366666666667	0.003184325	0.005320675	0.00396569166666667	0.140665289527182
chrIII	2e+06	2100000	0.00688933333333333	0.121725453895708	0.0682777280232669	0.00517688888888889	0.0032927125	0.00500515694444444	0.00359662083333333	0.140828563641319
chrIII	2100000	2200000	0.00740123333333333	0.130120886248522	0.0714998726485053	0.00515695555555556	0.003183275	0.00542755277777778	0.00421795833333333	0.132948326447518
chrIII	2200000	2300000	0.00892055	0.126686367381816	0.072104329988408	0.006174	0.00402855	0.0067751	0.004892	0.1351393728223
chrIII	2300000	2400000	0.0095591	0.142091444876179	0.079489080191717	0.00654102222222222	0.0038093875	0.00682746527777778	0.0057497125	0.140948097906222
chrIII	2400000	2500000	0.00796933333333333	0.135722364013172	0.075883268348748	0.00580131111111111	0.003392275	0.00556029722222222	0.00457705833333333	0.144712789782701
chrIII	2500000	2600000	0.00949596666666667	0.135235403471993	0.0777779819723163	0.00694177777777778	0.0039375375	0.00649172638888889	0.00555842916666667	0.145598998262292
chrIII	2600000	2700000	0.00821621666666667	0.128344648583584	0.07344854741006	0.00571295555555555	0.0037151375	0.00621839861111111	0.00450107916666667	0.13923431056883
chrIII	2700000	2800000	0.00700315	0.117999842102307	0.0674218432330963	0.00531264444444444	0.003376975	0.00506748055555556	0.003626175	0.137884426068124
chrIII	2800000	2900000	0.00971761666666667	0.145092768333688	0.0849560702931757	0.00619713333333333	0.0038832625	0.00740374583333333	0.00583435416666667	0.148021579080985
chrIII	2900000	3e+06	0.00812635	0.147407129041629	0.0876112431366058	0.00523048888888889	0.003619325	0.00651518611111111	0.004507025	0.157274046835688
chrIII	3e+06	3100000	0.00714463333333333	0.137144526065121	0.0723037391424202	0.00484951111111111	0.003101225	0.00539634722222222	0.00404340833333333	0.133146353584296
chrIII	3100000	3200000	0.00723936666666667	0.144358260117753	0.0814182979081696	0.004688	0.0033323	0.00588366666666667	0.00390706666666667	0.149945457056062
chrIII	3200000	3300000	0.00504955	0.112454574954538	0.0688848851176341	0.00375193333333333	0.002927	0.00422461666666667	0.00212255	0.154656967840735
chrIII	3300000	3400000	0.00439365	0.119828835591786	0.0769392796832504	0.00315504444444444	0.00278375	0.00402235555555556	0.0016099	0.171492974238876
chrIII	3400000	3500000	0.0056231	0.133674856415708	0.088908493560014	0.00400511111111111	0.00305085	0.00466883888888889	0.00257225	0.187561707805203
chrIII	3500000	3600000	0.00620446666666667	0.144855272160444	0.090245165275756	0.00413046666666667	0.0033855875	0.0054595875	0.00281887916666667	0.177068112633181
chrIII	3600000	3700000	0.00672076666666667	0.16632206305359	0.102944322141545	0.00456813333333333	0.0024738	0.00462643333333333	0.00424696666666667	0.17984390330925
chrIII	3700000	3800000	0.00813746666666667	0.145929970991575	0.0893297133488861	0.00571233333333333	0.0034892	0.00591433333333333	0.00464826666666667	0.165766279622462
chrIII	3800000	3900000	0.00793805	0.165284902257932	0.0987734341816243	0.00498242222222222	0.0031696625	0.00612529027777778	0.0047683875	0.170454155035431
chrIII	3900000	4e+06	0.00613013333333333	0.16125004684124	0.0938036871277881	0.00390488888888889	0.00269545	0.00492069444444444	0.00343468333333333	0.168688314070813
chrIII	4e+06	4100000	0.00662651666666667	0.155463536823781	0.0891299804977901	0.00400946666666667	0.0031116375	0.0057286875	0.00351487916666667	0.156470287288469
chrIII	4100000	4200000	0.00597635	0.167051782622486	0.0947277498566018	0.00357602222222222	0.0028737375	0.00527406527777778	0.0031026125	0.166286867000556
chrIII	4200000	4300000	0.00645218333333333	0.233739619688673	0.145425110408286	0.00383337777777778	0.00201555	0.00463435555555556	0.00443663333333333	0.228476746931067
chrIII	4300000	4400000	0.00320203333333333	0.111029432080631	0.0631002777620994	0.00239533333333333	0.0018519375	0.0026586375	0.00135009583333333	0.139340005802147
chrIII	4400000	4500000	0.00675495	0.142268988523213	0.0768972887334327	0.00447628888888889	0.0030896125	0.00536827361111111	0.0036653375	0.142509493670886
chrIII	4500000	4600000	0.00473103333333333	0.157927947028349	0.0857698534277092	0.00317071111111111	0.002076	0.00363632222222222	0.00265503333333333	0.157438713255685
chrIII	4600000	4700000	0.00638125	0.150467286105583	0.0790357549015607	0.00404708888888889	0.002910525	0.00524468611111111	0.003470725	0.14592385090327
chrIII	4700000	4800000	0.00614676666666667	0.178133593824525	0.0967868724070654	0.00369991111111111	0.0023976875	0.00484454305555555	0.00374907916666667	0.164439985732121
chrIII	4800000	4900000	0.00604721666666667	0.146762482339048	0.0773199828377144	0.00384124444444444	0.00288835	0.00509432222222222	0.00315886666666667	0.146209300451322
chrIII	4900000	5e+06	0.00556185	0.15971068487223	0.0830647586313264	0.00333371111111111	0.002547425	0.00477556388888889	0.003014425	0.147061078794289
chrIII	5e+06	5100000	0.00416038333333333	0.148208725568466	0.08561343973012	0.00268442222222222	0.0021265125	0.00360247361111111	0.00203387083333333	0.16483293713682
chrIII	5100000	5200000	0.00535408333333333	0.211869271970688	0.115262668778593	0.00314833333333333	0.001706175	0.003911925	0.00364790833333333	0.182733219567691
chrIII	5200000	5300000	0.00718925	0.162613739335351	0.0894898680395603	0.00461804444444444	0.0031974875	0.00576869305555556	0.0039917625	0.165194163602941
chrIII	5300000	5400000	0.00436335	0.136650681011983	0.0706028518561914	0.00277464444444444	0.0021853	0.00377400555555556	0.00217805	0.137212264150943
chrIII	5400000	5500000	0.00405586666666667	0.141554232488147	0.0719044525831414	0.00286655555555555	0.0018710125	0.00306032361111111	0.00218485416666667	0.140438596491228
chrIII	5500000	5600000	0.00391861666666667	0.156871074142086	0.0846885249335179	0.00261228888888889	0.001661775	0.00296810277777778	0.00225684166666667	0.151649251805986
chrIII	5600000	5700000	0.00521783333333333	0.150806161009076	0.0871899582994753	0.00342646666666667	0.0025065375	0.00429790416666667	0.00271129583333333	0.162802912116485
chrIII	5700000	5800000	0.0052533	0.1599390517801	0.0871292355570801	0.00328766666666667	0.0022503	0.00421593333333333	0.003003	0.153202099737533
chrIII	5800000	5900000	0.00486448333333333	0.143983807136929	0.0772854258896752	0.0032288	0.002403575	0.00403925833333333	0.00246090833333333	0.149034415849673
chrIII	5900000	6e+06	0.00534128333333333	0.167455320343903	0.0907303372045148	0.00350493333333333	0.0021443125	0.0039806625	0.00319697083333333	0.161857070707071
chrIII	6e+06	6100000	0.00615106666666667	0.165512090595623	0.0863644785139593	0.0038098	0.002467325	0.00480859166666667	0.00368374166666667	0.147366235425651
chrIII	6100000	6200000	0.00537941666666667	0.152737526116376	0.0866333817488048	0.00364777777777778	0.0024144875	0.00414612638888889	0.00296492916666667	0.160675527678216
chrIII	6200000	6300000	0.00474615	0.145057924801471	0.0778794596270192	0.00319568888888889	0.0023261875	0.00387664861111111	0.0024199625	0.149626418663304
chrIII	6300000	6400000	0.00706798333333333	0.153696200076616	0.0858619610873216	0.00444924444444444	0.003014875	0.00563361388888889	0.00405310833333333	0.151283889840183
chrIII	6400000	6500000	0.00415941666666667	0.140359316977555	0.0805153961159906	0.00264928888888889	0.0023269	0.00383702777777778	0.00183251666666667	0.153144943544428
chrIII	6500000	6600000	0.00330353333333333	0.108652756259933	0.0599393608759573	0.00233348888888889	0.002220675	0.00319071944444445	0.00108285833333333	0.123220191470844
chrIII	6600000	6700000	0.0069223	0.114823319083604	0.0688987529396537	0.00532917777777778	0.0034109	0.00500402222222222	0.0035114	0.143526850507983
chrIII	6700000	6800000	0.00689336666666667	0.124199574893788	0.0739543911198609	0.00496266666666667	0.0030746375	0.0050053375	0.00381872916666667	0.141344405713895
chrIII	6800000	6900000	0.0085175	0.125980207902374	0.0741297645891967	0.00632553333333333	0.0037812625	0.00597322916666667	0.0047362375	0.143731015862302
chrIII	6900000	7e+06	0.00799341666666667	0.125282279431866	0.0723285774901216	0.00577204444444444	0.0034675625	0.00568893472222222	0.00452585416666667	0.136897014328938
chrIII	7e+06	7100000	0.00913055	0.126070838518518	0.0758122175640652	0.0063582	0.00381475	0.0065871	0.0053158	0.139674927336699
chrIII	7100000	7200000	0.00766113333333333	0.121746953619726	0.0696756441249606	0.0055496	0.0035846375	0.00569617083333334	0.00407649583333333	0.137271695633996
chrIII	7200000	7300000	0.00797143333333333	0.124108551082998	0.069697026890452	0.00567242222222222	0.0033553125	0.00565432361111111	0.00461612083333333	0.13020962648372
chrIII	7300000	7400000	0.0081258	0.126227404661241	0.0727334256440616	0.0059302	0.0035864875	0.0057820875	0.0045393125	0.1409016819837
chrIII	7400000	7500000	0.00860831666666667	0.145657902004888	0.0813524953330291	0.00561555555555556	0.0032153625	0.00620812361111111	0.00539295416666667	0.139927123970525
chrIII	7500000	7600000	0.00765096666666667	0.129145481689193	0.0752366807308665	0.0053964	0.0034096125	0.00566417916666667	0.00424135416666667	0.142449574877428
chrIII	7600000	7700000	0.0086569	0.126125873463386	0.0752219649889997	0.00606744444444444	0.0037880625	0.00637751805555556	0.0048688375	0.138977363942848
chrIII	7700000	7800000	0.00797238333333333	0.133323424418034	0.0782971664827633	0.0054622	0.0037147625	0.00622494583333333	0.00425762083333333	0.146632027466127
chrIII	7800000	7900000	0.0080395	0.125782019817193	0.0735239012147598	0.00595904444444444	0.0034653375	0.00554579305555556	0.0045741625	0.141291739894552
chrIII	7900000	8e+06	0.00836288333333333	0.122470808038313	0.072840942604209	0.006028	0.003656925	0.00599180833333333	0.00470595833333333	0.136048207797842
chrIII	8e+06	8100000	0.00825216666666667	0.125979605049409	0.0698392192906958	0.00566848888888889	0.0040195875	0.00660326527777778	0.00423257916666667	0.135548072711345
chrIII	8100000	8200000	0.00759526666666667	0.117496032177378	0.0668171199102611	0.00553562222222222	0.00356515	0.00562479444444444	0.00403011666666667	0.133063536556879
chrIII	8200000	8300000	0.00761338333333333	0.121199623784446	0.0704342328611334	0.00552235555555556	0.0034667625	0.00555779027777778	0.00414662083333333	0.138048655182835
chrIII	8300000	8400000	0.00807053333333333	0.123144408445544	0.0698108097787658	0.0060046	0.0032856	0.00535153333333333	0.00478493333333333	0.132499315930608
chrIII	8400000	8500000	0.00843588333333333	0.132916552028188	0.0763006917675864	0.00557575555555556	0.003731275	0.00659140277777778	0.00470460833333333	0.13943608815427
chrIII	8500000	8600000	0.00835478333333333	0.133121382887875	0.0781656026707819	0.00572237777777778	0.0037296875	0.00636209305555556	0.00462509583333333	0.147584937879056
chrIII	8600000	8700000	0.00829956666666667	0.12565220305449	0.0754429951170209	0.00580337777777778	0.003675625	0.00617181388888889	0.00462394166666667	0.142213273931917
chrIII	8700000	8800000	0.00753703333333333	0.119239639613697	0.0694255715871134	0.00547817777777778	0.00349375	0.00555260555555556	0.00404328333333333	0.134158656698707
chrIII	8800000	8900000	0.00849105	0.138889769003	0.0797211745461152	0.00590395555555555	0.0032827125	0.00586980694444445	0.0052083375	0.139609503452812
chrIII	8900000	9e+06	0.00733865	0.123326026383171	0.0708377083945951	0.00532504444444444	0.0032571	0.00527070555555556	0.00408155	0.134802534900808
chrIII	9e+06	9100000	0.00732523333333333	0.112053328608671	0.0665633244990027	0.00544791111111111	0.003425925	0.00530324722222222	0.00389930833333333	0.132463532248342
