chr	lefts	rights	dxy	fst	oldfst	pix	piy	dtilde	dminusx	dxy.snp
chrIII	0	1e+05	0.00660708695652174	0.153232509546035	0.093398862961393	0.00379033333333333	0.00324458412098299	0.00606133774417139	0.00336250283553875	0.170066588327458
chrIII	1e+05	2e+05	0.00608824637681159	0.128289146681875	0.080250287796932	0.00384966666666667	0.00332375236294896	0.00556233207309389	0.00276449401386263	0.165082602408123
chrIII	2e+05	3e+05	0.00787872463768116	0.142929316525806	0.0853410061111597	0.00456262222222222	0.00408014177693762	0.00739624419239656	0.00379858286074354	0.161714380904786
chrIII	3e+05	4e+05	0.00530108695652174	0.108708217138772	0.0642496278982139	0.00367386666666667	0.00335380907372401	0.00498102936357908	0.00194727788279773	0.154415582770805
chrIII	4e+05	5e+05	0.00539104347826087	0.113420860083254	0.0655568846458214	0.00394666666666667	0.00296941398865785	0.00441379080025205	0.00242162948960302	0.147538135694058
chrIII	5e+05	6e+05	0.00555978260869565	0.114339637493344	0.0656678235590025	0.00382717777777778	0.00333442344045369	0.00506702827137156	0.00222535916824197	0.152197717183018
chrIII	6e+05	7e+05	0.00647698550724638	0.126385274137956	0.0768242820022764	0.0045308	0.00329310964083176	0.00523929514807814	0.00318387586641462	0.162086724405565
chrIII	7e+05	8e+05	0.00667553623188406	0.119511707197242	0.0687915458154268	0.00489282222222222	0.00373289224952741	0.00551560625918925	0.00294264398235665	0.159969715597509
chrIII	8e+05	9e+05	0.00712139130434783	0.123226570112312	0.0685888632043489	0.00510306666666667	0.00377950850661626	0.00579783314429742	0.00334188279773157	0.149860928121798
chrIII	9e+05	1e+06	0.008068	0.118068082377465	0.0692566790551301	0.00577708888888889	0.00438620982986767	0.00667712094097879	0.00368179017013232	0.154204892966361
chrIII	1e+06	1100000	0.00891747826086957	0.12056463814605	0.0721240419668014	0.00608031111111111	0.00473635160680529	0.00757351875656375	0.00418112665406427	0.152722696709532
chrIII	1100000	1200000	0.00891647826086956	0.127523678113543	0.0764817698860473	0.00593086666666667	0.00479780718336484	0.00778341877756774	0.00411867107750472	0.161999968402427
chrIII	1200000	1300000	0.00899731884057971	0.126292338976809	0.0719144951953224	0.00590546666666667	0.00462534971644612	0.00771720189035917	0.00437196912413359	0.144767801135635
chrIII	1300000	1400000	0.00677733333333333	0.103971170279214	0.0595585828515408	0.00474184444444444	0.00411245746691871	0.0061479463558076	0.00266487586641462	0.139250736250942
chrIII	1400000	1500000	0.00651995652173913	0.110405700701505	0.0641772032488114	0.00476248888888889	0.00367026465028355	0.0054277322831338	0.00284969187145558	0.147011421008774
chrIII	1500000	1600000	0.00782159420289855	0.12988022439041	0.077071781506397	0.00492135555555556	0.00426556710775047	0.00716580575509347	0.00355602709514808	0.156275608449521
chrIII	1600000	1700000	0.00750223188405797	0.117423577384834	0.0666974917521135	0.00510791111111111	0.00411915879017013	0.00651347956311699	0.00338307309388784	0.143720917319118
chrIII	1700000	1800000	0.00650330434782609	0.12160039912483	0.0695996673036204	0.00454528888888889	0.00359538752362949	0.00555340298256669	0.0029079168241966	0.152052942432221
